DATE ADDED TO CATALOG,PUBMEDID,FIRST AUTHOR,DATE,JOURNAL,LINK,STUDY,DISEASE/TRAIT,INITIAL SAMPLE SIZE,REPLICATION SAMPLE SIZE,REGION,CHR_ID,CHR_POS,REPORTED GENE(S),MAPPED_GENE,UPSTREAM_GENE_ID,DOWNSTREAM_GENE_ID,SNP_GENE_IDS,UPSTREAM_GENE_DISTANCE,DOWNSTREAM_GENE_DISTANCE,STRONGEST SNP-RISK ALLELE,SNPS,MERGED,SNP_ID_CURRENT,CONTEXT,INTERGENIC,RISK ALLELE FREQUENCY,P-VALUE,PVALUE_MLOG,P-VALUE (TEXT),OR or BETA,95% CI (TEXT),PLATFORM [SNPS PASSING QC],CNV,MAPPED_TRAIT,MAPPED_TRAIT_URI,STUDY ACCESSION,GENOTYPING TECHNOLOGY
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,8p23.1,8,11755189,NR,GATA4,,,ENSG00000136574,,,rs804280-A,rs804280,0,804280,intron_variant,0,0.581959,4.00E-11,10.39794001,,0.013033,[0.0092-0.0169] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,8p21.2,8,26032090,NR,EBF2,,,ENSG00000221818,,,rs34726834-T,rs34726834,0,34726834,intron_variant,0,0.253615,7.00E-10,9.15490196,,0.013824,[0.0094-0.0182] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,8q23.3,8,115948504,NR,TRPS1 - LINC00536,ENSG00000104447,ENSG00000249917,,138831,2007,rs7828742-G,rs7828742,0,7828742,intergenic_variant,1,0.596853,3.00E-28,27.52287875,,0.02193,[0.018-0.026] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,9q33.2,9,122957644,NR,RABGAP1,,,ENSG00000011454,,,rs10818769-G,rs10818769,0,10818769,intron_variant,0,0.856966,3.00E-09,8.522878745,,0.016972,[0.011-0.023] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,9q34.2,9,133274414,NR,ABO,,,ENSG00000175164,,,rs532436-A,rs532436,0,532436,intron_variant,0,0.184388,2.00E-09,8.698970004,,0.015051,[0.01-0.02] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,10q22.3,10,80282868,NR,MAT1A,,,ENSG00000151224,,,rs10887718-T,rs10887718,0,10887718,intron_variant,0,0.527362,1.00E-10,10,,0.012476,[0.0087-0.0163] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.3,11,13392483,NR,BTBD10,,,ENSG00000148925,,,rs538325438-C,rs538325438,0,538325438,intron_variant,0,0.998583,6.00E-13,12.22184875,,0.227119,[0.17-0.29] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,13934102,NR,LINC02683,,,ENSG00000254438,,,rs373514022-C,rs373514022,0,373514022,intergenic_variant,0,0.998234,5.00E-12,11.30103,,0.202756,[0.15-0.26] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,13975275,NR,SPON1,,,ENSG00000262655,,,rs571618690-A,rs571618690,0,571618690,intron_variant,0,0.998605,2.00E-31,30.69897,,0.366496,[0.3-0.43] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14054165,NR,SPON1,,,ENSG00000262655,,,rs191379475-G,rs191379475,0,191379475,intron_variant,0,0.98893,2.00E-15,14.69897,,0.102767,[0.077-0.128] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14078992,NR,SPON1,,,ENSG00000262655,,,rs561089663-G,rs561089663,0,561089663,intron_variant,0,0.998499,5.00E-43,42.30103,,0.409455,[0.35-0.47] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14159628,NR,SPON1,,,ENSG00000262655,,,rs10832218-C,rs10832218,0,10832218,intron_variant,0,0.19774,7.00E-32,31.15490196,,0.034215,[0.029-0.04] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14314330,NR,RRAS2,,,ENSG00000133818,,,rs117206369-T,rs117206369,0,117206369,intron_variant,0,0.998354,1.00E-48,48,,0.467583,[0.41-0.53] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14392593,NR,RRAS2 - COPB1,ENSG00000133818,ENSG00000129083,,28087,50847,rs567876843-G,rs567876843,0,567876843,intergenic_variant,1,0.995283,2.00E-180,179.69897,,0.541999,[0.5-0.58] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14443332,NR,RRAS2 - COPB1,ENSG00000133818,ENSG00000129083,,78826,108,rs148514005-T,rs148514005,0,148514005,intergenic_variant,1,0.005501,1.00E-184,184,,0.446821,[0.42-0.48] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14491013,NR,COPB1,,,ENSG00000129083,,,rs571484036-A,rs571484036,0,571484036,intron_variant,0,0.998325,4.00E-16,15.39794001,,0.217176,[0.16-0.27] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14591017,NR,PSMA1,,,ENSG00000129084,,,rs577185477-C,rs577185477,0,577185477,intergenic_variant,0,0.01469,0.00E+00,341.69897,,0.379366,[0.36-0.4] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14614844,NR,PSMA1,,,ENSG00000129084,,,rs554808052-C,rs554808052,0,554808052,intergenic_variant,0,0.998315,5.00E-40,39.30103,,0.348989,[0.3-0.4] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14647950,NR,PDE3B,,,ENSG00000152270,,,rs10832289-T,rs10832289,0,10832289,intron_variant,0,0.410173,2.00E-266,265.69897,,0.068522,[0.065-0.072] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14747346,NR,PDE3B,,,ENSG00000152270,,,rs187443664-T,rs187443664,0,187443664,intron_variant,0,0.98867,3.00E-16,15.52287875,,0.106498,[0.081-0.132] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14764324,NR,PDE3B,,,ENSG00000152270,,,rs188480917-G,rs188480917,0,188480917,intron_variant,0,0.010804,5.00E-275,274.30103,,0.343291,[0.32-0.36] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14796712,NR,PDE3B,,,ENSG00000152270,,,rs534042887-G,rs534042887,0,534042887,intron_variant,0,0.996899,3.00E-82,81.52287875,,0.391563,[0.35-0.43] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14801307,NR,PDE3B,,,ENSG00000152270,,,rs532836473-G,rs532836473,0,532836473,intron_variant,0,0.998425,5.00E-44,43.30103,,0.435785,[0.37-0.5] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14860924,NR,PDE3B,,,ENSG00000152270,,,rs201501563-T,rs201501563,0,201501563,intron_variant,0,0.122197,9.00E-67,66.04575749,,0.066474,[0.059-0.074] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14879385,NR,CYP2R1,,,ENSG00000186104,,,rs117913124-A,rs117913124,0,117913124,synonymous_variant,0,0.027583,0.00E+00,774.69897,,0.354126,[0.34-0.37] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14891027,NR,CYP2R1,,,ENSG00000186104,,,rs117576073-T,rs117576073,0,117576073,5_prime_UTR_variant,0,0.012385,1.00E-38,38,,0.114573,[0.097-0.132] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,14929670,NR,CALCB,,,ENSG00000175868,,,rs150585703-G,rs150585703,0,150585703,intergenic_variant,0,0.996054,7.00E-125,124.154902,,0.481848,[0.44-0.52] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,16559411,NR,SOX6,,,ENSG00000110693,,,rs574992951-C,rs574992951,0,574992951,intergenic_variant,0,0.991488,4.00E-09,8.397940009,,0.086717,[0.058-0.116] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11p15.2,11,16833084,NR,PLEKHA7,,,ENSG00000166689,,,rs567415847-G,rs567415847,0,567415847,intron_variant,0,0.997973,1.00E-14,14,,0.283381,[0.21-0.36] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11q13.2,11,66302675,NR,TMEM151A - CD248,ENSG00000179292,ENSG00000174807,,6011,11819,rs523583-C,rs523583,0,523583,intergenic_variant,1,0.469219,6.00E-10,9.22184875,,0.012174,[0.0083-0.016] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11q13.4,11,71421822,NR,ACTE1P,,,ENSG00000293435,,,rs12803256-G,rs12803256,0,12803256,intergenic_variant,0,0.770616,0.00E+00,406.0457575,,0.100325,[0.096-0.105] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11q13.4,11,71424105,NR,ACTE1P - DHCR7,ENSG00000293435,ENSG00000172893,,16333,4088,rs536006581-G,rs536006581,0,536006581,intergenic_variant,1,0.008644,9.00E-35,34.04575749,,0.17381,[0.15-0.2] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11q13.4,11,71433381,NR,DHCR7,,,ENSG00000172893,,,rs574615332-A,rs574615332,0,574615332,intergenic_variant,0,0.99727,1.00E-28,28,,0.286655,[0.24-0.34] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11q13.4,11,71511362,NR,NADSYN1,,,ENSG00000172890,,,rs549940584-T,rs549940584,0,549940584,intergenic_variant,0,0.013335,2.00E-72,71.69897,,0.182748,[0.16-0.2] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,11q13.4,11,71517944,NR,NADSYN1,,,ENSG00000172890,,,rs200454003-T,rs200454003,0,200454003,intergenic_variant,0,0.264587,4.00E-256,255.39794,,0.0867,[0.082-0.092] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,19q13.32,19,44909976,NR,APOE - APOC1,ENSG00000130203,ENSG00000130208,,583,4271,rs1065853-T,rs1065853,0,1065853,intergenic_variant,1,0.082083,8.00E-14,13.09691001,,0.027397,[0.02-0.035] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,19q13.32,19,44922203,NR,APOC1 - APOC1P1,ENSG00000130208,ENSG00000214855,,2854,4773,rs157595-G,rs157595,0,157595,intergenic_variant,1,0.614127,3.00E-14,13.52287875,,0.015581,[0.012-0.02] unit decrease,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
7/8/20,32059762,Manousaki D,2/5/20,Am J Hum Genet,www.ncbi.nlm.nih.gov/pubmed/32059762,Genome-wide Association Study for Vitamin D Levels Reveals 69 Independent Loci.,Serum 25-Hydroxyvitamin D levels,"443,734 European ancestry individuals",NA,19q13.33,19,47871063,NR,SULT2A1,,,ENSG00000105398,,,rs112285002-T,rs112285002,0,112285002,3_prime_UTR_variant,0,0.159529,2.00E-110,109.69897,,0.060321,[0.055-0.066] unit increase,Affymetrix [16668957] (imputed),N,vitamin D measurement,http://www.ebi.ac.uk/efo/EFO_0004631,GCST010144,Genome-wide genotyping array
